Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
Modnation Racers: Road Trip,PSV,2012,Racing,Sony Computer Entertainment,0.15,0.09,0,0.04,62,51,6.4,69,SCEA,E
Payday 2,X360,2013,Shooter,505 Games,0.33,0.19,0,0.05,75,18,6.3,203,Overkill Software,M
Sentouchu: Densetsu no Shinobi to Survival Battle!,3DS,2013,Action,Namco Bandai Games,0,0,0.35,0,,,,,"",""
Army Men: Sarge's Heroes 2,N64,2000,Shooter,3DO,0.34,0.07,0,0,,,,,"",""
The Sims: Bustin' Out,XB,2003,Simulation,Electronic Arts,0.4,0.14,0,0.02,81,26,8.9,12,Maxis,T
NCAA Football 2004,PS2,2003,Sports,Electronic Arts,1.35,0.09,0,0.23,94,15,8.8,81,EA Sports,E
Jig-A-Pix: Wild World,DS,2009,Puzzle,Zushi Games,0.03,0,0,0,,,,,Frame Studios Interactive,E
Deadpool,XOne,2015,Action,Activision,0.09,0.03,0,0.01,,,5.7,23,High Moon Studios,M
Trivial Pursuit,PS2,2009,Misc,Electronic Arts,0.09,0.01,0,0.17,,,,,EA Bright Light,E
Medal of Honor Heroes 2,Wii,2007,Shooter,Electronic Arts,0.33,0.04,0.01,0.03,73,37,7.6,82,EA Canada,T
Deca Sports DS,DS,2009,Sports,Hudson Soft,0.07,0.02,0,0.01,57,10,,,Hudson Soft,E
Dead or Alive Paradise,PSP,2010,Misc,Ubisoft Annecy,0.07,0.02,0.07,0.02,38,34,5.6,37,"Team Ninja, Tecmo",M
Chuugaku Eitango Target 1800 DS,DS,2006,Misc,IE Institute,0,0,0.07,0,,,,,"",""
Assassin's Creed II: Discovery,DS,2009,Action,Ubisoft,0.15,0.11,0,0.03,69,20,7.3,22,Griptonite Games,T
Goodbye Deponia,PC,2013,Adventure,Daedalic Entertainment,0,0.06,0,0,80,34,7.9,171,Daedalic Entertainment,""
Tennis,NES,1984,Sports,Nintendo,0.48,0.11,1.56,0.02,,,,,"",""
Cabela's Dangerous Hunts 2,PS2,2005,Sports,Activision,0.19,0.15,0,0.05,,,5.6,14,Sand Grain Studios,T
Alvin and the Chipmunks: Chipwrecked,DS,2011,Misc,505 Games,0.06,0.03,0,0.01,,,,,Behaviour Interactive,E10+
Space Station Silicon Valley,N64,1997,Adventure,Take-Two Interactive,0.12,0.03,0,0,,,,,"",""
NHL 2K3,PS2,2002,Sports,Sega,0.1,0.08,0,0.03,89,25,7.8,17,Treyarch,E
Chou-Kuukan Night Pro Yakyuu King(higher JP sales),N64,1996,Sports,Imagineer,0,0,0.22,0,,,,,"",""
nail'd,PS3,2010,Racing,Deep Silver,0.08,0.02,0,0.02,66,36,6.2,13,Techland,E10+
Rapala's Fishing Frenzy,Wii,2008,Sports,Activision,0.2,0,0,0.02,61,5,,,FUN Labs,E
My Animal Centre,Wii,2009,Simulation,Deep Silver,0,0.02,0,0,,,,,"",""
PGA Tour 97,PS,1996,Sports,Electronic Arts,0.16,0.11,0,0.02,,,,,"",""
SpongeBob SquarePants: Plankton's Robotic Revenge,X360,2013,Shooter,Activision,0.04,0,0,0,,,6.1,13,Behaviour Interactive,E10+
Raw Danger! (JP sales),PS2,2006,Action,505 Games,0,0,0.06,0,,,,,"",""
Mystery Dungeon: Shiren the Wanderer,DS,2006,Role-Playing,Sega,0.17,0,0.33,0.02,69,27,8.2,21,ChunSoft,E
Prince of Persia: The Forgotten Sands,X360,2010,Action,Ubisoft,0.3,0.26,0,0.06,74,69,7.8,112,Ubisoft Montreal,T
Hitman (2016),PS4,2016,Action,Square Enix,0,0.04,0,0.01,,,,,"",""
The Amazing Spider-Man 2 (2014),PS4,2014,Action,Activision,0.2,0.25,0.02,0.09,,,,,"",""
The Naked Brothers Band: The Video Game,Wii,2008,Misc,THQ,0.19,0,0,0.01,,,,,"",""
C.O.R.E.,DS,2009,Shooter,Graffiti,0.03,0,0,0,44,16,6.9,19,NoWay Studio,M
Midway Arcade Treasures: Extended Play,PSP,2005,Misc,Midway Games,0.21,0,0,0.02,63,24,7.8,8,Digital Eclipse,M
Major Dream: Major Wii Nagero! Gyroball!!,Wii,2008,Sports,Takara Tomy,0,0,0.01,0,,,,,"",""
Ace Combat: Assault Horizon Legacy,3DS,2011,Simulation,Namco Bandai Games,0.1,0.06,0.08,0.01,71,37,7.8,26,Project Aces,T
Bakugan: Battle Brawlers,Wii,2009,Action,Activision,0.59,0.03,0,0.05,62,12,7.2,11,Now Production,E
F1 2011,X360,2011,Racing,Codemasters,0.11,0.5,0.01,0.09,84,61,7.1,54,Codemasters,E
The Walking Dead: Season One,PSV,2013,Adventure,Square Enix,0.1,0,0.01,0.03,,,,,"",""
Scooby-Doo! Classic Creep Capers,N64,2000,Action,THQ,0.3,0.06,0,0,,,,,"",""
Mirror's Edge,X360,2008,Platform,Electronic Arts,0.51,0.51,0.01,0.13,79,82,7.6,328,EA DICE,T
Robert Ludlum's The Bourne Conspiracy,X360,,Action,Vivendi Games,0.26,0.13,0,0.04,71,72,7.2,63,High Moon Studios,T
Mega Man Battle Network,GBA,2001,Role-Playing,Capcom,0.14,0.05,0.22,0.01,79,10,8.9,24,Capcom,E
Need for Speed (2015),PS4,2015,Racing,Electronic Arts,0.5,1.5,0.05,0.37,,,,,"",""
Remember Me,PC,2013,Action,Capcom,0,0.05,0,0,65,26,7.4,1007,DONTNOD Entertainment,M
Hajime no Ippo Portable: Victorious Spirits,PSP,2007,Fighting,Grand Prix Games,0,0,0.06,0,,,,,"",""
Pacific Liberator,Wii,2009,Action,Zoo Games,0.03,0,0,0,,,,,Team6 Game Studios,T
MLB 07: The Show,PS3,2007,Sports,Sony Computer Entertainment,0.29,0,0,0.02,77,30,7.5,17,SCEA San Diego Studios,E
Finding Nemo: Escape to the Big Blue,DS,2006,Action,THQ,0.12,0.03,0,0.01,66,5,,,Altron,E
Tom Clancy's Splinter Cell,GC,2003,Action,Ubisoft,0.18,0.05,0,0.01,89,19,8.7,25,Ubisoft Shanghai,T
Final Fantasy X-2: International + Last Mission,PS2,2004,Role-Playing,Square Enix,0,0,0.29,0,,,,,"",""
Worldwide Soccer,SAT,1994,Sports,Sega,0,0,0.06,0,,,,,"",""
Kids Learn Math: A+ Edition,DS,2011,Misc,Unknown,0.14,0,0,0.01,,,,,"",""
Hiiro no Kakera: Shin Tamayori Hime Denshou - Piece of Future,PSP,2011,Adventure,Idea Factory,0,0,0.03,0,,,,,"",""
Shin Megami Tensei: Persona 3,PS2,2006,Role-Playing,Tecmo Koei,0.22,0.03,0,0.2,86,52,8.4,116,Atlus Co.,M
HotBrain,PSP,2007,Puzzle,Midway Games,0.02,0,0,0,,,,,"",""
Army Men: Sarge's Heroes 2,PS,2000,Shooter,3DO,0.14,0.09,0,0.02,48,8,7.3,7,3DO,T
Dragon's Lair 3D: Return to the Lair,XB,2002,Platform,Ubisoft,0.04,0.01,0,0,,,,,"",""
Smuggler's Run: Warzones,GC,2002,Misc,Take-Two Interactive,0.06,0.02,0,0,79,23,6.9,11,Rockstar San Diego,T
ESPN NFL Primetime 2002,PS2,2001,Sports,Konami Digital Entertainment,0.04,0.03,0,0.01,65,8,,,Konami,E
Wing Commander III: Heart of the Tiger,PS,1996,Action,Electronic Arts,0.09,0.06,0,0.01,,,,,"",""
Mario no Super Picross,SNES,1995,Puzzle,Nintendo,0,0,0.41,0,,,,,"",""
Renegade Racers,PS,1999,Racing,Interplay,0.01,0.01,0,0,,,,,"",""
Hitman: Blood Money,PC,2006,Action,Eidos Interactive,0,0.03,0,0.01,82,35,8.8,528,Io Interactive,M
The Rub Rabbits!,DS,2005,Puzzle,Sega,0.03,0,0.04,0,,,,,"",""
FIFA 14,PSV,2013,Sports,Electronic Arts,0.08,0.23,0.01,0.09,,,1.8,69,EA Canada,E
Saban's Power Rangers: Lightspeed Rescue,PS,2000,Action,THQ,0.19,0.13,0,0.02,,,,,"",""
BlazBlue: Continuum Shift II,3DS,2011,Fighting,PQube,0.05,0.01,0.04,0.01,64,14,6.1,19,Arc System Works,T
Psychic Force,PS,1996,Fighting,Acclaim Entertainment,0.01,0.01,0.13,0.01,,,,,"",""
That's So Raven,GBA,2004,Adventure,Disney Interactive Studios,0.54,0.2,0,0.01,39,6,7.6,5,Vicarious Visions,E
One Piece: Super Grand Battle! X,3DS,2014,Fighting,Namco Bandai Games,0,0,0.12,0,,,,,"",""
Virtual Soccer,SNES,1993,Sports,Hudson Soft,0,0,0.53,0,,,,,"",""
Kororinpa: Marble Mania,Wii,2006,Puzzle,Nintendo,0.08,0.02,0.03,0.01,69,39,8.7,21,Hudson,E
Bomberman,DS,2005,Puzzle,Ubisoft,0.1,0.01,0.03,0.01,75,30,7,12,Racjin,E
Danganronpa 2: Goodbye Despair,PSV,2014,Misc,Nippon Ichi Software,0.08,0.05,0,0.04,81,50,8.7,140,Spike Chunsoft,M
The Sims 2,GC,2005,Simulation,Electronic Arts,0.26,0.07,0,0.01,73,22,8.3,8,Maxis,T
NCIS,PS3,2011,Adventure,Ubisoft,0.07,0.04,0,0.02,50,4,4,4,Ubisoft,T
Bubble Bobble Double Shot,DS,2007,Puzzle,Rising Star Games,0.03,0,0,0,50,12,4.8,4,Marvelous Entertainment,E
Atelier Shallie Plus: Alchemists of the Dusk Sea,PSV,2016,Role-Playing,Tecmo Koei,0,0,0.03,0,,,,,Gust,T
CSI: Unsolved!,DS,2010,Adventure,Ubisoft,0.13,0.05,0,0.02,,,,,"",""
Flushed Away,GC,2006,Platform,D3Publisher,0.12,0.03,0,0,47,4,,,Monkey Bar Games,E
Sega Golf Club: Miyazato San Kyoudai Naizou,PS3,2006,Sports,Sega,0,0,0.01,0,,,,,"",""
Wand of Fortune 2 FD: Kimi ni Sasageru Epilogue,PSP,2012,Adventure,Idea Factory,0,0,0.03,0,,,,,"",""
Charlie and the Chocolate Factory,GBA,2005,Adventure,Global Star,0.22,0.08,0,0.01,36,5,3.8,6,"High Voltage Software, Backbone Entertainment",E
NCAA Football 11,PS3,2010,Sports,Electronic Arts,0.79,0,0,0.06,85,22,7.4,25,EA Tiburon,E
Midnight Club II,PS2,2003,Racing,Take-Two Interactive,1.25,0.29,0,0.24,85,41,8.5,47,Rockstar San Diego,T
SNK Arcade Classics Vol. 1,PSP,2008,Misc,Ignition Entertainment,0.13,0,0.01,0.01,68,13,,,Terminal Reality,T
Veggy World,DS,2011,Shooter,Jack of All Games,0.02,0,0,0,,,,,Jack of All Games,E
Go! Go! Hypergrind,GC,2003,Sports,Atlus,0.02,0.01,0,0,,,,,"",""
Rugrats Studio Tour,PS,1999,Adventure,THQ,0.57,0.67,0,0.07,,,,,"",""
Warriors Orochi,PSP,2008,Action,Tecmo Koei,0.02,0,0.18,0,62,13,6.6,10,"Omega Force, Koei Canada",T
Street Fighter X Tekken,X360,2012,Fighting,Capcom,0.31,0.1,0.03,0.04,83,45,4.4,177,Capcom,T
Super R.C. Pro-Am,GB,1991,Racing,Nintendo,0.58,0.37,0.15,0.04,,,,,"",""
Deadpool,X360,2013,Action,Activision,0.26,0.13,0,0.04,62,49,7.4,368,High Moon Studios,M
Spider-Man: Web of Shadows,X360,2008,Action,Activision,0.36,0.02,0,0.03,68,57,8.6,87,Shaba Games,T
NASCAR 2000,PS,1999,Racing,Electronic Arts,0.88,0.6,0,0.1,,,,,"",""
Crash: Mind Over Mutant,X360,2008,Platform,Vivendi Games,0.22,0.2,0,0.05,60,42,6.5,23,Radical Entertainment,E10+
You're in the Movies,X360,2008,Misc,Microsoft Game Studios,0.27,0.17,0,0.05,55,21,5.5,20,Zoe Mode,E
Battlefield 1,PS4,2016,Shooter,Electronic Arts,1.1,2.15,0.21,0.61,88,31,8.4,809,EA DICE,M
LEGO Marvel Super Heroes,PS3,2013,Action,Warner Bros. Interactive Entertainment,0.77,0.76,0.01,0.29,82,22,7.9,76,TT Games,E10+
Puzzle Quest: Challenge of the Warlords,Wii,2007,Puzzle,D3Publisher,0.26,0,0,0.02,71,17,6.2,5,Vicious Cycle,E10+
White Album: Tsuzurareru Fuyu no Omoide,PS3,2010,Adventure,Aqua Plus,0,0,0.05,0,,,,,"",""
Pocket Pool,PSP,2007,Action,Conspiracy Entertainment,0.04,0,0,0,37,19,,,Conspiracy Entertainment,M
Crash Nitro Kart,PS2,2003,Racing,Vivendi Games,0.74,1.01,0,0.2,69,24,7.7,59,Vicarious Visions,E
Lips: Party Classics,X360,2010,Misc,Microsoft Game Studios,0.05,0.11,0,0.02,69,10,,,iNiS,T
Need for Speed Underground,XB,2003,Racing,Electronic Arts,1.09,0.55,0,0.07,83,25,8.7,35,Electronic Arts,E
Puyo Puyo Tetris,WiiU,2014,Puzzle,Sega,0,0,0.02,0,,,,,"",""
Midnight Club: Street Racing,GBA,2001,Racing,Rebellion,0.34,0.13,0,0.01,50,5,5.3,6,Angel Studios,E
Combination Pro Soccer: J-League no Kantoku ni Natte Sekai wo Mezase!!,PS,1998,Sports,Axela,0,0,0.24,0.02,,,,,"",""
NBA Live 2000,PS,1998,Sports,Electronic Arts,1.43,0.05,0,0.03,,,,,"",""
John Madden Football,SNES,1991,Sports,Imagineer,0,0,0.07,0,,,,,"",""
Derby Stallion P,PSP,2006,Sports,Enterbrain,0,0,0.1,0,,,,,"",""
Tear Ring Saga Yutona Eiyuu Senki,PS,2001,Role-Playing,Enterbrain,0,0,0.37,0.03,,,,,"",""
World Stadium 5,PS,2001,Sports,Namco Bandai Games,0,0,0.09,0.01,,,,,"",""
Asteroids,2600,1980,Shooter,Atari,4,0.26,0,0.05,,,,,"",""
Starry ? Sky: In Autumn,PSP,2010,Misc,Asgard,0,0,0.03,0,,,,,"",""
Sonic Rivals 2,PSP,2007,Racing,Sega,0.44,0.67,0,0.37,60,24,7.8,35,Backbone Entertainment,E
Power Pro Kun Pocket 14,DS,2011,Sports,Konami Digital Entertainment,0,0,0.12,0,,,,,"",""
Extreme-G: XG2,N64,1998,Racing,Acclaim Entertainment,0.31,0.07,0,0,,,,,"",""
Jampack Winter 2000,PS,2000,Misc,Sony Computer Entertainment,0.55,0.38,0,0.07,,,,,"",""
Blaster Master: Blasting Again,PS,2000,Shooter,Sunsoft,0.14,0.1,0,0.02,,,,,"",""
Sonic Chronicles: The Dark Brotherhood,DS,2008,Role-Playing,Sega,0.5,0.29,0.01,0.08,74,55,7.3,81,BioWare,E
Yakuza 4,PS3,,Action,Sega,0.15,0.13,0.63,0.05,78,59,8,177,Ryu ga Gotoku Studios,M
I Don't Have Many Friends Portable,PSP,2012,Adventure,Namco Bandai Games,0,0,0.07,0,,,,,"",""
Tecmo Classic Arcade,XB,2005,Misc,Microsoft Game Studios,0.05,0.01,0,0,55,26,,,Tecmo,E
Star Fox Adventures,GC,2002,Adventure,Nintendo,0.96,0.53,0.3,0.09,82,39,7.7,145,Rare Ltd.,T
Mahjong Taikai,DS,2004,Misc,Tecmo Koei,0,0,0.04,0,,,,,"",""
Dream Day: Wedding Destinations,DS,2009,Simulation,THQ,0.08,0,0,0.01,,,,,THQ,E
Return Fire,PS,1996,Strategy,Time Warner Interactive,0.05,0.03,0,0.01,,,,,"",""
Harry Potter and the Prisoner of Azkaban,GBA,2004,Action,Electronic Arts,0.37,0.14,0,0.01,69,11,8.1,12,Griptonite Games,E
Hakuoki: Shinkai - Furi no Shou,PSV,2015,Action,Idea Factory,0,0,0.02,0,,,,,"",""
Fullmetal Alchemist: Trading Card Game,DS,2007,Misc,Destineer,0.01,0,0,0,61,7,7.5,4,Magellan Interactive,T
Breeding Stud 2,PS,1998,Sports,Konami Digital Entertainment,0,0,0.04,0,,,,,"",""
Misshitsu no Sacrifice,PSP,2010,Adventure,D3Publisher,0,0,0.02,0,,,,,"",""
Just Dance Kids 2,X360,2011,Misc,Ubisoft,0.29,0.08,0,0.03,,,,,Ubisoft,E
Men of War: Vietnam,PC,2011,Strategy,Unknown,0,0.03,0,0.01,68,19,4.9,35,Best Way,T
Armor Ambush,2600,1981,Action,Mattel Interactive,0.15,0.01,0,0,,,,,"",""
Ken to Mahou to Gakuen Mono. 2,PSP,2009,Role-Playing,Acquire,0,0,0.08,0,,,,,"",""
Fight Night 2004,XB,2004,Fighting,Electronic Arts,0.51,0.15,0,0.02,85,47,8.7,20,EA Sports,T
Madden NFL 07,PSP,,Sports,Unknown,0.77,0.03,0,0.04,78,18,6.6,16,EA Tiburon,E
Keroro RPG: Kishi to Musha to Densetsu no Kaizoku,DS,2010,Role-Playing,Namco Bandai Games,0,0,0.07,0,,,,,"",""
Virtua Tennis 3,X360,2007,Sports,Sega,0.03,0.01,0,0,80,34,6.8,26,Sumo Digital,E
MindJack,PS3,2011,Shooter,Square Enix,0.07,0.07,0,0.03,44,31,1.7,46,FeelPlus,M
Dynasty Warriors 4 Empires,PS2,2004,Action,Tecmo Koei,0,0,0.32,0,71,29,8.8,19,Omega Force,T
DanceStar Party,PS3,2011,Misc,Sony Computer Entertainment,0,0.34,0,0.1,,,,,"",""
Angry Birds Star Wars,PS3,2013,Strategy,Activision,0.1,0.14,0,0.05,49,6,3.6,23,Exient Entertainment,E
Pet Shop Monogatari DS 2,DS,2010,Simulation,Taito,0,0,0.01,0,,,,,"",""
Scrabble,PS,1999,Misc,Ubisoft,0.14,0.1,0,0.02,,,,,"",""
Mind Zero,PSV,2013,Role-Playing,GungHo,0.05,0,0.04,0.02,59,13,6,72,Zerodiv,T
S.T.A.L.K.E.R.: Clear Sky,PC,2008,Shooter,Deep Silver,0,0.03,0,0.01,75,47,7.7,478,GSC Game World,M
Hyperdimension Neptunia Victory,PS3,2012,Role-Playing,Compile Heart,0.05,0.03,0.06,0.02,55,19,7.8,94,"Idea Factory, Compile Heart",T
LEGO Indiana Jones: The Original Adventures,Wii,,Action,LucasArts,1.51,0.61,0,0.21,78,22,6.6,28,Traveller's Tales,E10+
MX vs. ATV Unleashed,XB,2005,Racing,THQ,0.32,0.07,0,0.01,80,21,8.3,13,Rainbow Studios,E
Shonen Jump's Shaman King: Legacy of the Spirits - Soaring Hawk/Sprinting Wolf,GBA,2005,Action,Konami Digital Entertainment,0.04,0.02,0,0,,,,,"",""
Teenage Mutant Ninja Turtles: Tournament Fighters,SNES,1992,Fighting,Konami Digital Entertainment,0,0,0.06,0,,,,,"",""
Agile Warrior F-111X,PS,1995,Simulation,Virgin Interactive,0.08,0.05,0,0.01,,,,,"",""
Shin Hayarigami,PS3,2014,Adventure,Nippon Ichi Software,0,0,0.04,0,,,,,"",""
Kid Icarus: Uprising,3DS,2012,Action,Nintendo,0.48,0.35,0.36,0.07,83,75,8.7,487,"Opus, Project Sora",E10+
May's Mystery: Forbidden Memories,DS,2011,Puzzle,Mastertronic,0.04,0.04,0,0.01,70,5,,,"Mastertronic, V5 Play Studio",E
Mini Ninjas,Wii,2009,Action,Eidos Interactive,0.16,0.16,0,0.04,79,9,8.3,12,Io Interactive,E10+
Wipeout 2,3DS,2011,Misc,Activision,0.22,0,0,0.01,,,,,Endemol,E
Starsky & Hutch,PS2,2003,Racing,Empire Interactive,0.45,0.35,0,0.12,,,,,"",""
Magician's Quest: Mysterious Times,DS,2008,Role-Playing,Konami Digital Entertainment,0.04,0.01,0.48,0,69,13,7.6,9,Konami,E10+
Brunswick Pro Bowling,PS3,2010,Sports,505 Games,0.1,0.05,0,0.02,47,6,,,Farsight Studios,E
College Hoops 2K6,XB,2005,Sports,Take-Two Interactive,0.07,0.02,0,0,82,17,9.2,6,2K Sports,E
Spider-Man,PS,2000,Action,Activision,1.7,1.25,0.02,0.16,87,19,9,107,Neversoft Entertainment,E
Sunny Garcia Surfing,PS2,2001,Sports,Ubisoft,0.02,0.01,0,0,61,11,7.9,7,Krome Studios,E
Mega Man 3,NES,1990,Platform,Capcom,0.68,0.1,0.39,0,,,,,"",""
Famicom Mini: Super Mario Bros. 2,GBA,2004,Platform,Nintendo,0,0,0.41,0.01,,,,,"",""
Dino Crisis 2,PS,2000,Action,Virgin Interactive,0.34,0.49,0.28,0.1,86,13,9,91,Capcom,M
Fushigi? Kagaku: Nazotoki Quiz Training - NazoTore,DS,2008,Misc,Benesse,0,0,0.05,0,,,,,"",""
Ouka Sengoku Portable,PSP,2012,Adventure,Alchemist,0,0,0.01,0,,,,,"",""
Fire Pro Wrestling Returns,PS2,2005,Sports,505 Games,0.04,0.03,0,0.01,78,12,8.5,17,S-Neo,T
Sabrina The Teenage Witch: Potion Commotion,GBA,2002,Action,Ubisoft,0.08,0.03,0,0,63,5,2.8,6,Ubisoft,E
NFL GameDay 2001,PS,2000,Sports,Sony Computer Entertainment,0.56,0.38,0,0.07,73,10,,,989 Sports,E
The God of War Trilogy,PS3,2010,Action,Sony Computer Entertainment,0,0.07,0.03,0.02,,,,,"",""
Sengoku Basara 3 Utage,Wii,2011,Action,Capcom,0,0,0.13,0,,,,,"",""
Tom Clancy's Rainbow Six: Rogue Spear,PS,2001,Shooter,Ubisoft,0.13,0.09,0,0.02,,,,,"",""
Need for Speed Carbon: Own the City,DS,2006,Racing,Electronic Arts,0.17,0.01,0,0.02,70,6,7.5,15,Exient Entertainment,E
Turok,X360,2008,Action,Touchstone,0.46,0.2,0.01,0.07,69,63,7.1,120,Propaganda Games,M
Junior Island Adventure,DS,2011,Puzzle,Unknown,0.03,0,0,0,,,,,"CyberPlanet Interactive Public Co., Ltd., Maximum Family Games",E
NHL 16,PS4,2015,Sports,Electronic Arts,0.36,0.16,0,0.11,78,28,5.5,157,"EA Sports, EA Canada",E10+
Marines: Modern Urban Combat,Wii,2010,Shooter,O-Games,0.03,0,0,0,,,,,Destineer,T
Gundam Battle Tactics,PSP,2005,Action,Namco Bandai Games,0,0,0.07,0,,,,,"",""
Hello Kitty: Happy Party Pals,GBA,2005,Misc,THQ,0.12,0.05,0,0,,,,,"",""
The Incredible Hulk,X360,2008,Action,Sega,0.22,0.02,0,0.02,55,42,6.4,24,Edge of Reality,T
The Sims 3: Late Night Expansion Pack,PC,2010,Simulation,Electronic Arts,0.59,0.87,0,0.23,74,17,5.3,77,The Sims Studio,T
We Sing Encore,Wii,2010,Misc,Nordic Games,0,0.39,0,0.06,,,,,"",""
Rock Band: Metal Track Pack,PS2,2009,Misc,MTV Games,0.05,0.04,0,0.01,,,,,Harmonix Music Systems,T
Fox Sports College Hoops '99,N64,1998,Sports,Fox Interactive,0.2,0.05,0,0,,,,,"",""
Superman: Shadow of Apokolips,GC,2003,Action,Atari,0.06,0.02,0,0,66,7,7.3,8,Atari,E
Disney's Kim Possible: Global Gemini,DS,2007,Platform,Disney Interactive Studios,0.05,0.01,0,0,70,5,,,Artificial Mind and Movement,E
Chokkan! Asonde Relaxuma,DS,2008,Action,Rocket Company,0,0,0.01,0,,,,,"",""
Yu-Gi-Oh! The Falsebound Kingdom,GC,2002,Strategy,Konami Digital Entertainment,0.49,0.13,0.07,0.02,,,,,"",""
Banjo-Kazooie,X360,2008,Platform,Microsoft Game Studios,0,0.01,0,0,77,17,8.2,70,4J Studios,E
Chameleon Twist 2,N64,1998,Platform,Infogrames,0.04,0.01,0,0,,,,,"",""
Star Trek: Shattered Universe,PS2,2004,Simulation,Global Star,0.05,0.04,0,0.01,42,19,8.3,18,Starsphere Interactive,E
The Ant Bully,GBA,2006,Platform,Midway Games,0.03,0.01,0,0,,,,,Artificial Mind and Movement,E
Angry Birds Star Wars,XOne,2013,Strategy,Activision,0.11,0.04,0,0.02,53,4,6.9,63,Exient Entertainment,E
Assassin's Creed II,X360,2009,Action,Ubisoft,3.11,1.55,0.08,0.51,90,82,8.8,1305,Ubisoft Montreal,M
Legend: Hand of God,PC,2007,Role-Playing,DTP Entertainment,0,0.02,0,0,57,9,5.8,19,Master Creating,M
Mega Man X8,PS2,2004,Platform,Capcom,0.14,0.11,0,0.04,68,23,8.5,63,"Valuewave Co.,Ltd.",E
Urban Chaos: Riot Response,PS2,2006,Shooter,Eidos Interactive,0.03,0.02,0,0.01,73,35,7.8,24,Rocksteady Studios,M
Kiniro no Corda 2 f Encore,PSP,2009,Role-Playing,Tecmo Koei,0,0,0.03,0,,,,,"",""
Jewels of the Ages,DS,2011,Puzzle,City Interactive,0.03,0.02,0,0.01,,,,,City Interactive,E
ZhuZhu Pets 2: Featuring The Wild Bunch,DS,2010,Simulation,Activision,0.4,0.1,0,0.04,,,,,Activision,E
Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol.10: CR Shinseiki Evangelion: Kiseki no Kachi,PS2,2007,Misc,D3Publisher,0,0,0.12,0,,,,,"",""
Naruto Shippuden 3D: The New Era,3DS,2011,Action,505 Games,0,0.04,0.06,0.01,,,,,"",""
Silent Hill 2,PS2,2001,Action,Konami Digital Entertainment,0.62,0.49,0,0.16,89,34,8.9,557,KCET,M
Prince of Persia: The Forgotten Sands,PS3,2010,Action,Ubisoft,0.19,0.36,0.01,0.12,75,49,7.6,120,Ubisoft Montreal,T
Persona 5,PS3,2016,Role-Playing,Unknown,0,0,0.11,0,,,,,Atlus,""
MX vs. ATV Unleashed,PS2,2005,Racing,THQ,0.86,0.03,0,0.14,79,30,8.4,17,Rainbow Studios,E
Dead Island,PC,2011,Action,Deep Silver,0.12,0.07,0,0.03,80,24,6.8,1428,Techland,M
Alvin and the Chipmunks: The Squeakquel,Wii,2009,Misc,Majesco Entertainment,0.09,0,0,0.01,,,,,ImaginEngine,E
Phantasy Star Online Episode III: C.A.R.D. Revolution,GC,2003,Role-Playing,Sega,0.06,0.02,0,0,71,24,8.2,13,Sonic Team,T
NBA Live 2004,PS2,2003,Sports,Electronic Arts,1.57,0.18,0,0.27,86,19,7.7,41,EA Sports,E
Brunswick Pro Bowling,X360,2010,Sports,505 Games,0.38,0.04,0,0.03,44,4,,,"Farsight Studios, Crave",E
Original Story from Fairy Tail: Gekitotsu! Kardia Daiseidou,DS,2011,Role-Playing,Hudson Soft,0,0,0.03,0,,,,,"",""
Sherlock Holmes: The Devil's Daughter,PC,2016,Adventure,Bigben Interactive,0,0.01,0,0,65,18,7.3,72,Frogwares,T
Pro Evolution Soccer 2012,3DS,2011,Action,Konami Digital Entertainment,0.02,0,0,0,,,,,"",""
MX World Tour Featuring Jamie Little,XB,2005,Racing,Crave Entertainment,0.03,0.01,0,0,51,5,,,Impulse Games,E
Heroes of Hellas 2: Olympia,DS,2012,Puzzle,Unknown,0,0.02,0,0,,,,,"",""
Momotarou Dentetsu World,DS,2010,Misc,Hudson Soft,0,0,0.19,0,,,,,"",""
Wario Land: Shake It!,Wii,2008,Platform,Nintendo,0.59,0.31,0.15,0.1,,,,,"",""
South Park: The Stick of Truth,X360,2014,Role-Playing,Ubisoft,0.58,0.26,0,0.09,82,33,8.4,363,Obsidian Entertainment,M
Super Hero Generation,PS3,2014,Role-Playing,Namco Bandai Games,0,0,0.03,0,,,,,"",""
Busou Renkin: Youkoso Papillon Park e,PS2,2007,Action,Marvelous Interactive,0,0,0.02,0,,,,,"",""
Harry Potter and the Chamber of Secrets,PS,2002,Action,Electronic Arts,0.75,1.09,0.02,0.12,,,8.5,33,Argonaut Games,E
Chameleon,PSP,2006,Puzzle,505 Games,0.08,0,0,0.01,,,,,Starfish,E
Starry ? Sky: After Summer,PSP,2013,Misc,Asgard,0,0,0.02,0,,,,,"",""
A Vampyre Story,PC,2008,Adventure,Crimson Cow,0,0.01,0,0,75,33,8.5,25,Autumn Moon,T
Mobile Suit Gundam: Lost War Chronicles,PS2,2002,Shooter,Namco Bandai Games,0,0,0.39,0,,,,,"",""
Famicom Mini: Famicom Mukashi Banashi - Shin Oniga Shima Zenkouhen,GBA,2004,Adventure,Nintendo,0,0,0.08,0,,,,,"",""
Dead Island,PS3,2011,Action,Deep Silver,1.08,0.73,0.15,0.31,71,41,6.6,405,Techland,M
